daytime,time,result_flg,time1_diff,time2_diff,time3_diff,time4_diff,time5_diff,time6_diff,time7_diff,time8_diff,time9_diff,time10_diff,time11_diff,time12_diff,over_avg_5,over_avg_12,over_avg_24,over_cross_avg_5,over_cross_avg_12,over_cross_avg_24,under_cross_avg_5,under_cross_avg_12,under_cross_avg_24,trend_avg_5,trend_avg_12,trend_avg_24,trend_5_over_12,trend_5_over_24,trend_12_over_24,trend_5_over_cross_12,trend_5_over_cross_24,trend_12_over_cross_24,trend_5_under_cross_12,trend_5_under_cross_24,trend_12_under_cross_24
20170328.0,3500.0,0.0,0.012,0.069,0.071,-0.018,0.042,-0.044,-0.04,0.054,-0.05,0.013,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,4000.0,0.0,-0.016,0.012,0.069,0.071,-0.018,0.042,-0.044,-0.04,0.054,-0.05,0.013,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,4500.0,1.0,-0.058,-0.016,0.012,0.069,0.071,-0.018,0.042,-0.044,-0.04,0.054,-0.05,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,5000.0,0.0,0.008,-0.058,-0.016,0.012,0.069,0.071,-0.018,0.042,-0.044,-0.04,0.054,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,5500.0,1.0,-0.038,0.008,-0.058,-0.016,0.012,0.069,0.071,-0.018,0.042,-0.044,-0.04,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,10000.0,1.0,0.035,-0.038,0.008,-0.058,-0.016,0.012,0.069,0.071,-0.018,0.042,-0.044,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,10500.0,0.0,0.043,0.035,-0.038,0.008,-0.058,-0.016,0.012,0.069,0.071,-0.018,0.042,-0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,11000.0,0.0,-0.001,0.043,0.035,-0.038,0.008,-0.058,-0.016,0.012,0.069,0.071,-0.018,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,11500.0,1.0,-0.002,-0.001,0.043,0.035,-0.038,0.008,-0.058,-0.016,0.012,0.069,0.071,-0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,12000.0,1.0,0.004,-0.002,-0.001,0.043,0.035,-0.038,0.008,-0.058,-0.016,0.012,0.069,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,12500.0,0.0,0.009,0.004,-0.002,-0.001,0.043,0.035,-0.038,0.008,-0.058,-0.016,0.012,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,13000.0,1.0,-0.047,0.009,0.004,-0.002,-0.001,0.043,0.035,-0.038,0.008,-0.058,-0.016,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,13500.0,0.0,0.032,-0.047,0.009,0.004,-0.002,-0.001,0.043,0.035,-0.038,0.008,-0.058,-0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,14000.0,1.0,-0.07,0.032,-0.047,0.009,0.004,-0.002,-0.001,0.043,0.035,-0.038,0.008,-0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,14500.0,1.0,0.032,-0.07,0.032,-0.047,0.009,0.004,-0.002,-0.001,0.043,0.035,-0.038,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,15000.0,1.0,0.028,0.032,-0.07,0.032,-0.047,0.009,0.004,-0.002,-0.001,0.043,0.035,-0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,15500.0,1.0,0.07,0.028,0.032,-0.07,0.032,-0.047,0.009,0.004,-0.002,-0.001,0.043,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,20000.0,1.0,0.005,0.07,0.028,0.032,-0.07,0.032,-0.047,0.009,0.004,-0.002,-0.001,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,20500.0,0.0,0.058,0.005,0.07,0.028,0.032,-0.07,0.032,-0.047,0.009,0.004,-0.002,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,21000.0,0.0,-0.023,0.058,0.005,0.07,0.028,0.032,-0.07,0.032,-0.047,0.009,0.004,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,21500.0,0.0,-0.006,-0.023,0.058,0.005,0.07,0.028,0.032,-0.07,0.032,-0.047,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,22000.0,0.0,-0.031,-0.006,-0.023,0.058,0.005,0.07,0.028,0.032,-0.07,0.032,-0.047,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,22700.0,0.0,-0.03,-0.031,-0.006,-0.023,0.058,0.005,0.07,0.028,0.032,-0.07,0.032,-0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170328.0,23400.0,1.0,-0.006,-0.03,-0.031,-0.006,-0.023,0.058,0.005,0.07,0.028,0.032,-0.07,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
