daytime,time,mid
20170330.0,162500.0,111.029
20170330.0,163000.0,110.986
20170330.0,163500.0,111.031
20170330.0,164000.0,111.041
20170330.0,164500.0,111.027
20170330.0,165000.0,111.074
20170330.0,165500.0,111.038
20170330.0,170000.0,111.073
20170330.0,170500.0,111.048
20170330.0,171000.0,111.062
20170330.0,171500.0,111.124
20170330.0,172000.0,111.12
20170330.0,172500.0,111.117
20170330.0,173000.0,111.138
20170330.0,173500.0,111.092
20170330.0,174000.0,111.08
20170330.0,174500.0,111.064
20170330.0,175000.0,111.071
20170330.0,175500.0,111.057
20170330.0,180000.0,111.046
20170330.0,180500.0,111.047
20170330.0,181000.0,111.11
20170330.0,181500.0,111.079
20170330.0,182000.0,111.058
20170330.0,182500.0,111.073
20170330.0,183000.0,111.098
20170330.0,183500.0,111.266
20170330.0,184000.0,111.228
20170330.0,184500.0,111.241
20170330.0,185000.0,111.24
20170330.0,185500.0,111.199
20170330.0,190000.0,111.221
20170330.0,190500.0,111.224
20170330.0,191000.0,111.175
20170330.0,191500.0,111.169
20170330.0,192000.0,111.192
20170330.0,192500.0,111.169
20170330.0,193000.0,111.111
20170330.0,193500.0,111.097
20170330.0,194000.0,111.088
20170330.0,194500.0,111.103
20170330.0,195000.0,111.119
20170330.0,195500.0,111.131
20170330.0,200000.0,111.142
20170330.0,200500.0,111.071
20170330.0,201000.0,111.091
20170330.0,201500.0,111.111
20170330.0,202000.0,111.11
20170330.0,202500.0,111.147
20170330.0,203000.0,111.1
20170330.0,203500.0,111.089
20170330.0,204000.0,111.109
20170330.0,204500.0,111.133
20170330.0,205000.0,111.142
20170330.0,205500.0,111.168
20170330.0,210000.0,111.162
20170330.0,210500.0,111.18
20170330.0,211000.0,111.187
20170330.0,211500.0,111.203
20170330.0,212000.0,111.206
20170330.0,212500.0,111.22
20170330.0,213600.0,111.279
20170330.0,214000.0,111.335
20170330.0,214700.0,111.364
20170330.0,215000.0,111.344
20170330.0,215500.0,111.343
20170330.0,220000.0,111.363
20170330.0,220500.0,111.292
20170330.0,221000.0,111.275
20170330.0,221500.0,111.411
20170330.0,222000.0,111.493
20170330.0,222500.0,111.438
20170330.0,223000.0,111.089
20170330.0,223500.0,111.12
20170330.0,224000.0,111.132
20170330.0,224500.0,111.174
20170330.0,225000.0,111.189
20170330.0,230100.0,111.256
20170330.0,230200.0,111.232
20170330.0,230200.0,111.229
20170330.0,230400.0,111.262
20170330.0,230600.0,111.285
20170330.0,230800.0,111.274
20170330.0,230800.0,111.27
20170330.0,231000.0,111.272
20170330.0,231300.0,111.268
20170330.0,233500.0,111.325
20170330.0,233600.0,111.335
20170330.0,234000.0,111.249
20170330.0,234000.0,111.242
